reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
cbe81356-a4b5-4cd1-939f-a02efd5d95c6,Fighter user,https://play-lh.googleusercontent.com/a-/AOh14GiwFi-6YQ3-_eZR-MOLDaoL2noVU7si5FOGi7Lh,"I've been recently experiencing a bug where I loose control. For example, I'm holding my joystick and moving forward, all of a sudden it will stop and I will loose control. It also happens when I'm aiming, firing. I will just suddenly loose control so I lose in every gunfights. This bug affects my performance, please fix this. And if you think my device has a problem, my device has 8gb ram. I'm not the only one who's experiencing this bug. I see a lot of ppl in social media also experiencing thi",1,5112,1.6.33,2022-06-01 11:01:58,,,most_relevant,com.garena.game.codm
58fa1405-4566-40c4-af43-edb153165fee,Alger Gabriel Allena,https://play-lh.googleusercontent.com/a/AATXAJwLnpevAxlYIUS5TpdGAXhV_EPSqcclgQvq7jwC=mo,"Ever since the update last few months, I've been getting very blurry graphics. The graphics looks very pixelated. Some words can't be read due to it looking pixelated. I tried different methods but it still didn't work. I'm guessing this issue is entirely in the game. Same with other players, they are experiencing the same issue. I hope you fix this. Our high end phones are useless if we can't get the best out of codm's graphics. I really hope you fix this in the next update. Please.",1,61,1.6.33,2022-06-16 01:54:11,,,most_relevant,com.garena.game.codm
0697c205-7fd5-4551-82e5-0acc2896a47b,Gerald Lorzano,https://play-lh.googleusercontent.com/a-/AOh14Giev9Ct3X8TUyJNXFUewKDgeeoS8JXCqcjHcO7O,"recently just with this new update i have a serious mechanical problem with my mapping key or in short the ads that controls the walk and speed of a character, like when i go forward it then suddenly change direction or stop at the middle, i dont know what in the hell was that and i thought it was just a small problem to be fixed in the basic but it's not. Might you wanna fix this it's kinda look like a bug.",1,353,1.6.33,2022-06-05 03:58:03,,,most_relevant,com.garena.game.codm
a9e128bd-d498-4fe8-a9ba-9ce78c5be62d,GT要 CÄRL,https://play-lh.googleusercontent.com/a/AATXAJxWswfFtdj72ARJ3rh0StU_Jni7SIf0Q7ksEE6H=mo,"the new version of this game is making me angry because it has so many bug. like when i start playing this game when i aim or Ads. it is very laggy, and sometimes in BR i can,t use weapons properly because it does not show even though i pick it up already so i ended up being killed by the enemys. even i use low graphics but high frame rate why it is like there is so much FPS that makes me play uncomfortable and not smooth especially when i doing hipfire. i love the old version than the new one.",1,13,1.6.33,2022-06-08 02:20:54,,,most_relevant,com.garena.game.codm
6b552fc7-0ee7-46fb-b79d-56f5f87795cb,Marc Andrew,https://play-lh.googleusercontent.com/a/AATXAJxGBh_NwLdOoETQ1il0PHTzDeW65PXm0kSy7D7Y=mo,"It's fun, I've enjoyed playing it since 2020 and now I experience too much bug. I have good connection but sometimes I get disconnected in game. It's so frustrating and disappointing bcoz I lose points and lose motivation to continue playing it. Also, the sound issue really ticks me off and lose my game sense because when I'm in-game, all the sounds will disappear and I can't hear anything. I hope for you to fix it since I rely genuinely on in-game sound and I'm using earphones too, fix it plss.",1,440,1.6.33,2022-05-28 05:08:40,,,most_relevant,com.garena.game.codm
f3e69fce-29c8-4c3c-b59b-830cbfe1ef20,Gubaro Senpai,https://play-lh.googleusercontent.com/a/AATXAJyYpGBErwjdgNNJyV-bmZTAWW6Uds6vYqro3eNa=mo,"I experienced some bugs and swiping issues in playing the game. At first, I thought I had an issue with my phone but nah, my sensitivity hasn't change. Hope you can fix this right away I wanna play the game so bad or else I'll just quit playing this game and find another game that suits my taste.",1,7,1.6.33,2022-05-30 03:02:30,,,most_relevant,com.garena.game.codm
45ef307d-b155-4be0-8c74-e54616309917,Aliff Hakimie,https://play-lh.googleusercontent.com/a-/AOh14GhiqycCy_CGAr2qWeDte6t-O4OCUpzjAdjEeC47bg,"I'm not having fun play this gmae anymore. People only use literally one gun in any match. Plus the movement speed of this game is ridiculous, player with low end device struggling with their frame rate while enemy movement almost like teleporting. Can u make people use different gun and not using the same gun every time? And while having 30ms ping, aiming on enemy is pointless if every bullet i shot just doesn't register. U can add more skin and never fix this so that the game can die quickly.",1,7,1.6.33,2022-06-14 16:51:29,,,most_relevant,com.garena.game.codm
f0cc5321-ffae-4ecd-94d3-c77992dd1e75,Jose Blas Marcelo Figueras,https://play-lh.googleusercontent.com/a-/AOh14Gh35x15lb3j5peu3TZ0qezm7e0qQvdKqamvBymsBOQ,"Giving it 1 star as of the moment. Don't get me wrong, I have been playing this game since the release, and I can definitely say that it's by far the best time killer. I always grind rank and play with my friends, but the thing is I have recently experience matching up with cheaters. With that it just spoils the fun and the competitive environment of the players. It's also definitely not fair when we lose to a cheater, because get to lose 50 points from that match. I do hope you fix this issue.",1,360,1.6.33,2022-05-27 10:27:49,,,most_relevant,com.garena.game.codm
622e138b-331b-4462-9f46-82470b31d9ea,Kieru,https://play-lh.googleusercontent.com/a-/AOh14GitV_ZJY1BA5KkAcLvnj0JbwjkdOQt3QP38WUQ_Ew,I'm still having troubles with the sensitivity sometimes it goes up and sometimes it goes down and now I can't aim well. I have a high sensitivity and it pisses me off because despite my sensitivity being as high as 250 it mostly feel like it drops to 120 and I can't control it and to make matters worse if there's no enemy there's nothing wrong with it.,1,3,1.6.33,2022-06-03 09:59:01,,,most_relevant,com.garena.game.codm
de7d1e89-0521-4321-bbd1-64000d64f6a4,Nida Lastima,https://play-lh.googleusercontent.com/a/AATXAJw98AndaBqluR3JLpFr0mYjtYAZuryHm3Qa1ml2=mo,"PLEASE FIX it always says ""network error"" or ""connect to server"" even thoughmy wifi is completely fine. It only happens in the starting screen and when im on a lobby, but doesn't happen when on a match. This bug is really annoying I hope you guys to fix it.",1,18,1.6.33,2022-05-30 10:48:38,,,most_relevant,com.garena.game.codm
